word_id,word,error_code,chairman_label,abstract_detection_target,risk_priority,detection_scope,feature_trigger,surface_error_pattern,dashboard_group
441,maybe,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:ay,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
441,maybe,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:b|m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
442,me,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
442,me,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
443,meal,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
443,meal,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:ea,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
443,meal,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:ea,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
443,meal,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:l|m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
444,mealtime,FINAL_E_RULE_NOT_REALIZED,CVCe / final-e error,FINAL_E_PATTERN_FAILS_TO_TRIGGER_EXPECTED_LONG_VOWEL_READING_OR_SPELLING,high,reading|spelling,cvc_e,"the final-e pattern is ignored, collapsed, or spelled without final e",pattern_errors
444,mealtime,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,cvc_e|longer_word|vowel_team:ea,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
444,mealtime,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:ea,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
444,mealtime,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:l|m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
444,mealtime,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,low,pronunciation|reading|segmentation_task,longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
444,mealtime,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
445,mean,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
445,mean,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:ea,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
445,mean,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:ea,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
445,mean,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
446,meat,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
446,meat,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:ea,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
446,meat,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:ea,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
446,meat,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
447,men,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
447,men,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
447,men,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
448,menu,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
448,menu,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,low,pronunciation|reading|segmentation_task,longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
448,menu,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
448,menu,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,longer_word,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
449,mess,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
449,mess,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
449,mess,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
449,mess,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
449,mess,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
450,met,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
450,met,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
450,met,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
451,might,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
451,might,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
451,might,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
451,might,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
451,might,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
452,mike,FINAL_E_RULE_NOT_REALIZED,CVCe / final-e error,FINAL_E_PATTERN_FAILS_TO_TRIGGER_EXPECTED_LONG_VOWEL_READING_OR_SPELLING,high,reading|spelling,cvc_e,"the final-e pattern is ignored, collapsed, or spelled without final e",pattern_errors
452,mike,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,cvc_e,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
452,mike,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
453,mild,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
453,mild,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
453,mild,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
453,mild,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
453,mild,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:d|l|m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
454,mile,FINAL_E_RULE_NOT_REALIZED,CVCe / final-e error,FINAL_E_PATTERN_FAILS_TO_TRIGGER_EXPECTED_LONG_VOWEL_READING_OR_SPELLING,high,reading|spelling,cvc_e,"the final-e pattern is ignored, collapsed, or spelled without final e",pattern_errors
454,mile,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,cvc_e|longer_word,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
454,mile,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:l|m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
454,mile,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,low,pronunciation|reading|segmentation_task,longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
454,mile,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
455,milk,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
455,milk,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
455,milk,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
455,milk,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
455,milk,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:l|m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
456,mind,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
456,mind,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
456,mind,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
456,mind,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
456,mind,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:d|m|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
457,mix,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
457,mix,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
457,mix,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
458,mixing,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
458,mixing,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
458,mixing,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
458,mixing,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:ng,the digraph is split or replaced with a non-target consonant,pattern_errors
458,mixing,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
458,mixing,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
458,mixing,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,longer_word,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
459,moist,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
459,moist,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
459,moist,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
459,moist,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:oi,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
459,moist,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:oi,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
459,moist,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
460,mom,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
460,mom,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
460,mom,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
461,money,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
461,money,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,low,pronunciation|reading|segmentation_task,longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
461,money,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
461,money,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,longer_word,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
462,monkey,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:nk,the digraph is split or replaced with a non-target consonant,pattern_errors
462,monkey,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
462,monkey,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,low,pronunciation|reading|segmentation_task,longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
462,monkey,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
462,monkey,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,longer_word,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
463,moo,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:oo,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
463,moo,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:oo,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
463,moo,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
464,moon,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
464,moon,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:oo,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
464,moon,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:oo,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
464,moon,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
465,mop,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
465,mop,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
